Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Negative,Sadness,"Hmmmm barang kurang kokoh, tidak bisa utk menyimpan barang berat. Doyong. Kemahalan utk tingkat kekokohan seperti ini� sorry �",6,Poor quality / flimsy,Kota Tangerang,678000,4.8,6631,3377,2
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Negative,Fear,"gak sesuai ekspektasi. klo buat simpan barang2 yg agak berat kurang recomended. dan prosesnya lama, klo prosesnya gak sampe 2 hari mungkin sampe lebih cepat kali ya.",8,Slow delivery,Kota Tangerang,678000,4.8,6631,3377,2
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Negative,Fear,proses dan respon nya lama,8,Slow delivery,Kota Tangerang,678000,4.8,6631,3377,1
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Negative,Sadness,Jelek. Banyak penyok sana sini. Sangat mengecewakan,12,General disappointment,Kota Tangerang,678000,4.8,6631,3377,1
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Negative,Anger,"over price dgn kualitas barang yg tidak kokoh dan melorot2 . Untuk seller ini saya review jujur ya jgn sembarangan bilang gak jujur! harga anda sama kualitas gak sesuai. Yg gak jujur adalah anda sendiri yg membujuk saya via chat merubah review dengan iming2 free gift, saya tolak krn itu membohongi diri saya sendiri. Berarti gak semua review itu asli mgkn sebagian bujukan seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya kecewa dgn produk yg over price!",1,Unresponsive seller,Kota Tangerang,678000,4.8,6631,3377,1
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,"barang rusak. pisau ada yg patah, ada bekas goresan pisau, sayang banget quality kontrolnya buruk.",10,Broken / damaged item,Kab. Tangerang,599000,4.7,15700,8900,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,"Yang datang merk BUCK-i entah karena promo atau apa, tapi belum sempat take a picture, nanti saya update lagi ulasanya,barusan saya search buck-i knife, lebih murah.kalau memang mau ngadain promo, jual barang yang bener,saya kecewa sekali dengan brand GM yang sudah saya percaya berkali kali,",1,Unresponsive seller,Kab. Tangerang,599000,4.7,15700,8900,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Fear,"terakhir chat sekaligus memastikan bilangnya merek GM Bear yg akan dikirim, ternyata kardusnya ajah yg merek GM Bear tp isinya merek lain BUCK-I. Barang datang ga sesuai kesepakatan. Ini mah bohong namanya...",18,Item not as described,Kab. Tangerang,599000,4.7,15700,8900,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,"barang tidak sesuai dengan produk, yang dipesan Gm Bear set pisau tapi yg datang terkirim merk Buck-I,",3,Item not as described,Kab. Tangerang,599000,4.7,15700,8900,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,barang biasa aja ...bahan kurang bgitu bagus,6,Poor quality / flimsy,Kab. Tangerang,599000,4.7,15700,8900,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,pisaunya tidak tajam sama sekali,3,Item not as described,Kab. Tangerang,599000,4.7,15700,8900,1
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,Barang tidak sesuai antara yang dijual dan yang di terima.,3,Item not as described,Kab. Tangerang,599000,4.7,15700,8900,1
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Anger,TOKO PENIPU...TIPU HARGA.. TIPU MERK.... SEMOGA DAPAT KARMANYA.. AMIN,6,Poor quality / flimsy,Kab. Tangerang,599000,4.7,15700,8900,1
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Negative,Sadness,"pesanan tidak sesuai, barang yang dipesan adalah merk GM bear warna putih, tapi yang dikirim merk Buck warna hitam, saya sangat kecewa",0,Item not as described,Kab. Tangerang,599000,4.7,15700,8900,1
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Negative,Sadness,"pengiriman cepat. barangnya kurang oke, tutupnya ga menutup rapat di satu sisi.",2,Damaged packaging,Jakarta Barat,567000,4.8,702,321,3
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Negative,Sadness,"kurang ya jamnya, harusny dijelasin display jam gk selalu hidup harus di idupin dulu.",14,Defective / does not work,Jakarta Barat,176000,4.9,199,80,3
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Negative,Sadness,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,4,Defective / does not work,Kota Tangerang,77000,4.8,2453,1336,3
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Negative,Fear,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,1,Unresponsive seller,Jakarta Utara,2499000,4.9,536,205,1
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Negative,Fear,"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",10,Broken / damaged item,Sidoarjo,850000,4.9,4001,2324,1
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Negative,Sadness,"rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko. saya sudah bawa ke service center dan hari ini nasinya tetap basah. jujur saya kecewa krn saya memilih toko ini biar kl kenapa2 ngak ribet,ternyata saya salah,saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa.",1,Unresponsive seller,Sidoarjo,850000,4.9,4001,2324,2
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Negative,Sadness,"Salah satu unitnya kedip2, harus di ketok2 dlu baru nyala, ntar kedip2 lagi, malahan gak nyala harus di ketok2 lg lampunya... satu unitnya lagi perfect tidak ada masalah.. thanks",4,Defective / does not work,Kota Batam,90000,4.7,414,130,3
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,Negative,Sadness,"lampunya berfungsi, nyala lumayan remang-remang, kekuatan batere di jemur seharian cuma 4 jam. Barang yg sampai soket bautnya patah jadi sedikit terbuka.",4,Defective / does not work,Kota Tangerang,69000,4.6,1817,559,3
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Negative,Fear,Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. Kok bisa harganya lebih mahal ya? Di struk beda jauh harganya,6,Poor quality / flimsy,Jakarta Barat,567000,4.8,702,321,3
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Negative,Anger,"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER",3,Item not as described,Kota Tangerang,77000,4.8,2453,1336,3
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Negative,Sadness,barang cepat panas dan rusak,10,Broken / damaged item,Kota Tangerang,77000,4.8,2453,1336,2
Electronics,Cosmos CIS-418 - Setrika Listrik,Negative,Fear,"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",6,Poor quality / flimsy,Jakarta Barat,117000,4.8,639,350,3
Electronics,CAMERA ENDOSCOPE ANDROID USB 720P IP67 TAHAN AIR KECIL,Negative,Sadness,"ternyata tidak bisa dipakai di redmi 3S, tetapi di laptop bisa. tidak sesuai harapan",13,Item not as described,Jakarta Utara,48000,4.5,3324,677,3
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Negative,Sadness,"barangnya datang sesuai dgn pesan dan estimasi waktunya pas banget mantap, cuman sayang speaker sebelah kiri gk berfungsi, yg bersuara hnya sbelah kanan",16,Defective / does not work,Kota Tangerang,159000,4.7,56300,16089,3
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,Negative,Sadness,"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",4,Defective / does not work,Jakarta Barat,199000,4.9,45400,19119,3
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Negative,Fear,"Baru sampe brgnya cepet sih tp pas dipasang, kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya.",10,Broken / damaged item,Jakarta Barat,176000,4.9,2126,1139,3
Electronics,Printer HP Ink Tank 415 Print Scan Copy WiFI Wireless All in one Resmi - COMPATIBLE INK,Negative,Fear,beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,13,Item not as described,Jakarta Pusat,2075000,4.9,602,351,3
Electronics,Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Negative,Sadness,Alat bagus tapi gak bisa dipakai lama. Dipakai kurang dari 5 menit udah overload dan harus nunggu 30.Kerjaan bersih2 jadinya memakan waktu yg lama sekali,14,Defective / does not work,Jakarta Utara,574000,4.9,2356,1204,3
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Negative,Fear,"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",7,Damaged packaging,Kota Tangerang,15399000,4.9,1394,632,3
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Negative,Fear,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),16,Defective / does not work,Jakarta Utara,735000,4.9,4502,2558,3
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Negative,Sadness,"Ya utk harga 100an lumayan worth, cuma rgb kanan dan kiri ga selaras sih, sama ada deflect gara gara pengiriman mungkin.",3,Item not as described,Jakarta Barat,229000,4.8,2699,1692,3
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Puti,Negative,Fear,maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,9,General disappointment,Kota Tangerang,77000,4.8,2453,1336,2
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,Negative,Sadness,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",8,Slow delivery,Jakarta Utara,79000,4.9,1816,701,2
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Negative,Fear,"barangnya tidak berfungsi, boxnya sudah kebuka",16,Defective / does not work,Kota Tangerang,159000,4.7,56300,16089,2
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,Negative,Fear,"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",16,Defective / does not work,Jakarta Utara,569000,4.9,28507,16953,2
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Negative,Sadness,dari 4 lampu...yg nyala cuma 3..yg 1 nya mati.padahal udah dijemur dulu sblm dipasang tadi siang.kecewa ya..,4,Defective / does not work,Kota Batam,90000,4.7,414,130,2
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Negative,Anger,"Yang penting keluar suara deh. Soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk Handphone.",0,Item not as described,Jakarta Barat,90000,4.5,11529,3548,2
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Negative,Sadness,pesan 2 yang satu setengahnya mati.,4,Defective / does not work,Jakarta Pusat,32500,4.7,15608,3225,2
Electronics,Lampu LED Strip RGB 5050 IP44,Negative,Sadness,"Klamaan di pengiriman. Pesen urgent pagi2 pke ojek online biar lngsng smpe, malah dikirim pke tiki ??????? bsk nya br smpe.",8,Slow delivery,Jakarta Barat,65000,4.7,6612,1010,2
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Negative,Sadness,"Pengunci baling baling nya, tidakk ada... next dicek dengan teliti lah sbelum kirim. Bagus cocok dengan kipas angin lama yang rusak",14,Defective / does not work,Jakarta Barat,176000,4.9,2126,1139,2
Electronics,Cosmos CIS-418 - Setrika Listrik,Negative,Sadness,"barang pecah, ndak tau dr seller apa ekspedisinya, sayangnya saya selesaikan transaksinya sblm diunboxing, bgtu dibuka malah pecah.. barang cm dilapisi satu lapis bublewarp tipis. .. overall kecewa",1,Unresponsive seller,Jakarta Barat,117000,4.8,639,350,2
Electronics,Cosmos CB-281 P - Blender 2 L,Negative,Fear,Barang sesuai deskripsi dan berfungsi dengan baik. cuma tidak puas dg pelayanan dari penjual. pesanan diproses H+2 dan di pick up H+4 itu pun sesudah dikomplen baru bergerak,8,Slow delivery,Jakarta Barat,255000,4.8,301,146,2
Electronics,CAMERA ENDOSCOPE ANDROID USB 720P IP67 TAHAN AIR KECIL,Negative,Sadness,Barang tidak bisa digunakan dan tidak ada CD Driver nya,4,Defective / does not work,Jakarta Utara,48000,4.5,3324,677,2
Electronics,NO TOUCH BUTTON ACCESS DOOR LIFT TOUCHLESS INFRARED SENSOR 12V-24V - POLOS,Negative,Fear,Pengiriman lambat dan toko gak ramah dalam komunikasi,8,Slow delivery,Kota Tangerang,45000,4.9,4045,475,2
Electronics,ezviz c6n 2mp wifi camera wireless garansi resmi Indonesia - C6N,Negative,Sadness,Barang pecah..,10,Broken / damaged item,Surabaya,379000,4.9,2163,677,2
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,Negative,Sadness,"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala",4,Defective / does not work,Jakarta Barat,699999,4.9,3800,1825,2
Electronics,Bardi Smart Home WIFI Window & Door Sensor - no hub required,Negative,Sadness,"Salah kirim barang, yang dikirim item harga jauh lebih murah (Smart Breaker).Transaksi sudah terlanjur diselesaikan, karena sudah beli beberapa kali dan biasa tidak ada masalah.",6,Poor quality / flimsy,Jakarta Barat,184000,4.9,7516,2494,1
Electronics,Power Supply 10A / 12V Adaptor CCTV CENTRAL,Negative,Sadness,Baru dipakai 1 malam. Langsung ngedrop.,15,Poor quality / flimsy,Jakarta Barat,74600,4.9,3981,998,1
Electronics,Printer HP Ink Tank 415 Print Scan Copy WiFI Wireless All in one Resmi - COMPATIBLE INK,Negative,Fear,Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,1,Unresponsive seller,Jakarta Pusat,2075000,4.9,602,351,1
Electronics,Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Negative,Sadness,"Baru dipakai 1x, tidak sampai 10 menit, penghisapnya mati total",14,Defective / does not work,Jakarta Utara,574000,4.9,2356,1204,1
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Negative,Anger,"Beli tanggal 6 agustus 2021, tp tanggal 13 September sdh error di bagian driving wheels. Akhirna ditanggal itu jg sya kirim T9 nya ke service centre di tangerang. 9 hari kemudian, T9 kembali di tgn sya, tp kemudian error lg di tanggal 23 September. Kali ini error di bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. Please move to the non carpet area� pdhal ozmo pro tdk sedang di attach ke T9 nya. Dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. Dan semalaman itu voice report terus menerus bunyi seperti itu. Kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. Jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu. Overall, agak mengecewakan T9 ini. Dibandingkan T8 AIVI dan 950, T9 jauh tdk tahan banting. Baru pake sebulan tp sdh byk sekali errornya. Bener2 nyesel jg belinya~ Maaap cuma bs kasi bintang segene krn ktdkpuasan saya. Kl memang mao consider beli robot, beli baik beli T8 series aja. Lebi tahan banting soale~",16,Defective / does not work,Kota Tangerang,15399000,4.9,1394,632,1
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Negative,Anger,"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",1,Unresponsive seller,Jakarta Utara,735000,4.9,4502,2558,1
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Negative,Fear,"Saran buat toko,kalau bisa pengiriman nya jangan lewat antaraja . Kalau bisa disarankan pegiriman nya lewat yg lain aja",1,Unresponsive seller,Jakarta Barat,229000,4.8,2699,1692,1
Electronics,Mouse Gaming AULA S20 � 2400DPI RGB Driver Macro Software,Negative,Sadness,"Lampu tidak berfungsi sebagaimana mestinya. Tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol DPI dan memakai software juga. Warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu. Sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari 12 jam. Terpaksa saya kasih bintang 1. Saya baru kali ini membeli produk dari aula dan merasa kecewa, padahal saya sendiri termasuk pengguna gear dari aula",4,Defective / does not work,Jakarta Pusat,140000,4.9,1951,1209,1
Electronics,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Negative,Sadness,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",7,Damaged packaging,Jakarta Barat,188000,4.9,3231,1518,1
Electronics,Xiaomi Mi TV Stick Full HD Android TV Stik - Garansi Toko,Negative,Fear,Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.,13,Item not as described,Jakarta Barat,504000,4.9,7916,4384,1
Electronics,SAMSUNG 32 T4500 Smart LED TV 32 Inch HD 32T4500 - UA32T4500AKXXD - TANPA BUBBLE,Negative,Sadness,"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",7,Damaged packaging,Jakarta Barat,3099000,4.9,1060,571,1
Electronics,COPPER HEAVY BASS CP2001 Series Earphone (Comfortable Wearing),Negative,Sadness,Baru seminggu pemakaian sudah tidak bisa nyala sebelah,14,Defective / does not work,Surabaya,130000,4.9,5673,1717,1
Electronics,DENPOO KOMPOR LISTRIK INDUKSI PUSH BUTTON LOWWATT DIC 200-1000,Negative,Sadness,"Barangnya saya terima dalam keadaan pecah di bagian sudut, padahal posisi itu dilapis gabus pelindungnya loh.. Jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim, bukan saat ekspedisi. Sayang lupa videokan saat unboxing.",17,Poor quality / flimsy,Jakarta Utara,429000,4.8,822,365,1
Electronics,External DVD Drive Slim Portable Burner Rewriter CD ROM Drive PC - Putih,Negative,Sadness,"Sama sekali ga bisa dipakai, pas dicolokin ke laptop bisa nyala, abis masukin cd, cd tidak terbaca, pas mau dikeluarin cd-nya ga bisa, skrg cd saya masih didalem external cd ini, hadeehh jadi nambah urusan",4,Defective / does not work,Jakarta Pusat,116000,4.8,1499,854,1
Men's Fashion,Tas Kerja/Tas kantor pria+ t4 laptop (KULIT ASLI PREMIUM) -BIRMINGHAM- - abu,Negative,Sadness,"Ternyata tidak full leather. Cukup kecewa karena tidak full leather. Seller tidak kasih info berapa bagian pakai kanvas, berapa pakai kulit.",6,Poor quality / flimsy,Jakarta Barat,578000,4.9,977,338,3
Men's Fashion,Emrys Simple Ring Deception Real Titanium Anti Karat Cincin Titanium P - 6,Negative,Fear,"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini",1,Unresponsive seller,Bandung,85000,4.9,373,226,1
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M",Negative,Fear,"bagian saku kiri kemeja, nampak sobek, tidak dijahit, ada bolong. sehingga kami harus menjahit saku kemeja kiri ini. Semoga untuk pembeli berikutnya, cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli, jadi tidak mengulangi lagi kesalahan yang sama. Terima kasih atas waktu & perhatiannya.",1,Unresponsive seller,Jakarta Barat,72000,4.7,407,209,1
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M",Negative,Fear,"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",17,Poor quality / flimsy,Jakarta Barat,72000,4.7,407,209,2
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M",Negative,Fear,"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. Ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",0,Item not as described,Jakarta Barat,72000,4.7,407,209,3
Men's Fashion,"Kaos Polos Soft Cotton Zelus Apparel Tanpa Jahit Samping (PART 2) - IRISH GREEN, S",Negative,Sadness,packaging nya cuma plastik item itupun sobek pas baru diterima,2,Damaged packaging,Jakarta Barat,70000,4.9,1179,472,3
Men's Fashion,"Okechuku JAY Celana Chino Panjang Pria Celana Chino Pria Celana Pria - Hitam, Size 28",Negative,Sadness,"saya pesan hitam yang dikirim warna kopi. Next please lebih teliti lagi, kalau warna hitam nya gak ada please di info.",0,Item not as described,Jakarta Barat,250000,4.8,5915,3490,2
Men's Fashion,"Okechuku JAY Celana Chino Panjang Pria Celana Chino Pria Celana Pria - Hitam, Size 28",Negative,Sadness,jahitan tidak pas. kancing celana tidak kuat. sorry tapi ini jujur,15,Poor quality / flimsy,Jakarta Barat,250000,4.8,5915,3490,1
Men's Fashion,"Okechuku JAY Celana Chino Panjang Pria Celana Chino Pria Celana Pria - Hitam, Size 28",Negative,Sadness,"Dapet celana yang gak ada kancingnya, sangat disayangkan...",9,General disappointment,Jakarta Barat,250000,4.8,5915,3490,1
Men's Fashion,"Okechuku JAY Celana Chino Panjang Pria Celana Chino Pria Celana Pria - Hitam, Size 28",Negative,Sadness,ukuran tidak konsisten. pembelian pertama kedua memuaskan pembelian ke 3 kebesaran padahal size nya selalu 36.stelah komplain pembelian ke 4 dan 5 tidak ada komplain.tapi di pembelian ke 6 ini kebesaran lagi.,1,Unresponsive seller,Jakarta Barat,250000,4.8,5915,3490,2
Men's Fashion,Koper Fiber Polo US Bag 20 bahan LICIN kuat Import,Negative,Sadness,Pesen warna hitam yang datang gold padahal sudah konfirm by wa. Barang datang ada peyok kiri dan kanan. Kecewa...,0,Item not as described,Jakarta Pusat,145000,4.6,716,432,1
Men's Fashion,Koper Fiber Polo US Bag 20 bahan LICIN kuat Import,Negative,Sadness,"respon sebenernya cepet, tapi pas sampe barang nya ada penyok dikit tp g masalah. pengajuan komplain krna sleting g bisa ternyata banyak lem tembak pada nempel nutupin jalan sleting dan akhirnya benerin sendiri.. untuk kuncian sampai sekrang g bisa. padahal kode 000",1,Unresponsive seller,Jakarta Pusat,145000,4.6,716,432,2
Men's Fashion,Koper Fiber Polo US Bag 20 bahan LICIN kuat Import,Negative,Sadness,kopernya penuh lecet-lecet dan terkelupas dimana-mana,7,Damaged packaging,Jakarta Pusat,145000,4.6,716,432,2
Men's Fashion,Koper Fiber Polo US Bag 20 bahan LICIN kuat Import,Negative,Fear,"salah satu putarannya kunci los hingga kunci jd tdk terpakai, tp sy males return mungkin sesuai harga x ya. utk respon sich oke...tp tdk ada say sorry dr penjual,,,",6,Poor quality / flimsy,Jakarta Pusat,145000,4.6,716,432,2
Men's Fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Negative,Fear,"barang sudah sampai tujuan , hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu.",18,Item not as described,Pekalongan,70000,4.7,4117,812,3
Men's Fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,Negative,Sadness,ada beberapa yang jahitan tidak rapih,17,Poor quality / flimsy,Jakarta Barat,8900,4.9,15329,2178,3
Men's Fashion,Tas Ransel Laptop Backpack Waterproof Franzen Rapid Rulle Series 601 - Biru,Negative,Sadness,"Pengiriman oke, jahitannya oke, cuma pas dapet yang kancingnya rusak.",10,Broken / damaged item,Jakarta Barat,372500,4.9,2329,1573,3
Men's Fashion,910 Nineten Socks Black & Grey,Negative,Fear,"Bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yg mau ini, bagus luar nya",6,Poor quality / flimsy,Kota Tangerang,50000,4.9,7646,4194,3
